robot_id,timestamp,connection_state,battery_pct,mission_state,mission_id,stuck,charging,errors
BR-SERVI-0417,2026-08-12T00:57:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T00:58:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T00:59:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:00:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:01:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:02:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:03:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:04:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:05:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:06:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:07:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:08:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:09:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:10:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:11:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:12:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:13:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:14:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T01:15:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:16:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:17:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:18:00Z,offline,92,,,false,false,
BR-SERVI-0417,2026-08-12T01:19:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:20:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:21:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:22:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:23:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:24:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:25:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:26:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:27:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:28:00Z,offline,90,,,false,false,
BR-SERVI-0417,2026-08-12T01:29:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:30:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T01:31:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:32:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:33:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:34:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:35:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:36:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:37:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:38:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:39:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:40:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:41:00Z,offline,91,,,false,false,
BR-SERVI-0417,2026-08-12T01:42:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:43:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:44:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:45:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:46:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T01:47:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:48:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:49:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:50:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:51:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:52:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:53:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:54:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:55:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:56:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:57:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:58:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T01:59:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:00:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:01:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:02:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T02:03:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:04:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:05:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:06:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:07:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:08:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:09:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:10:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:11:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:12:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:13:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:14:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:15:00Z,offline,90,,,false,false,
BR-SERVI-0417,2026-08-12T02:16:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:17:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:18:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T02:19:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:20:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:21:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:22:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:23:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:24:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:25:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:26:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:27:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:28:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:29:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:30:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:31:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:32:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:33:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:34:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T02:35:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:36:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:37:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:38:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:39:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:40:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:41:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:42:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:43:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:44:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:45:00Z,offline,91,,,false,false,
BR-SERVI-0417,2026-08-12T02:46:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:47:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:48:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:49:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:50:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T02:51:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:52:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:53:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:54:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:55:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:56:00Z,offline,92,,,false,false,
BR-SERVI-0417,2026-08-12T02:57:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T02:58:00Z,offline,91,,,false,false,
BR-SERVI-0417,2026-08-12T02:59:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:00:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:01:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:02:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:03:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:04:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:05:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:06:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T03:07:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:08:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:09:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:10:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:11:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:12:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:13:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:14:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:15:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:16:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:17:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:18:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:19:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:20:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:21:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:22:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T03:23:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:24:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:25:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:26:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:27:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:28:00Z,offline,92,,,false,false,
BR-SERVI-0417,2026-08-12T03:29:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:30:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:31:00Z,offline,91,,,false,false,
BR-SERVI-0417,2026-08-12T03:32:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:33:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:34:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:35:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:36:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:37:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:38:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T03:39:00Z,offline,93,,,false,false,
BR-SERVI-0417,2026-08-12T03:40:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:41:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:42:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:43:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:44:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:45:00Z,offline,92,,,false,false,
BR-SERVI-0417,2026-08-12T03:46:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:47:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:48:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:49:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:50:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:51:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:52:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:53:00Z,offline,90,,,false,false,
BR-SERVI-0417,2026-08-12T03:54:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T03:55:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:56:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:57:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:58:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T03:59:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:00:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:01:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:02:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:03:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:04:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:05:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:06:00Z,offline,91,,,false,false,
BR-SERVI-0417,2026-08-12T04:07:00Z,offline,90,,,false,false,
BR-SERVI-0417,2026-08-12T04:08:00Z,offline,90,,,false,false,
BR-SERVI-0417,2026-08-12T04:09:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:10:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T04:11:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:12:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:13:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:14:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:15:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:16:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:17:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:18:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:19:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:20:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:21:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:22:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:23:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:24:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:25:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:26:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T04:27:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:28:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:29:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:30:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:31:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:32:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:33:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:34:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:35:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:36:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:37:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:38:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:39:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:40:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:41:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:42:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T04:43:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:44:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:45:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:46:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:47:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:48:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:49:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:50:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:51:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:52:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:53:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:54:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:55:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:56:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:57:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T04:58:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T04:59:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:00:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:01:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:02:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:03:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:04:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:05:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:06:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:07:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:08:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:09:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:10:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:11:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:12:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:13:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:14:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T05:15:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:16:00Z,offline,93,,,false,false,
BR-SERVI-0417,2026-08-12T05:17:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:18:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:19:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:20:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:21:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:22:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:23:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:24:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:25:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:26:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:27:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:28:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:29:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:30:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T05:31:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:32:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:33:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:34:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:35:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:36:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:37:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:38:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:39:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:40:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:41:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:42:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:43:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:44:00Z,offline,90,,,false,false,
BR-SERVI-0417,2026-08-12T05:45:00Z,online,90,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:46:00Z,online,93,charging,,false,true,
BR-SERVI-0417,2026-08-12T05:47:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:48:00Z,online,93,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:49:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:50:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:51:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:52:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:53:00Z,online,92,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:54:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:55:00Z,online,91,idle,,false,false,
BR-SERVI-0417,2026-08-12T05:56:00Z,online,91,idle,,false,false,
